type, source, target, ability, aid, hitType, amount, notes, timestamp
heal, 3, 3, Leech, 143924, 1, 0, , 1141274
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1141421
removebuff, 3, 3, Elusive Brew, 128939, , , , 1141451
applybuff, 3, 3, Elusive Brew, 115308, , , , 1141453
cast, 3, , Elusive Brew, 115308, , , , 1141455
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1141455
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1141666
heal, 3, 3, Zen Sphere, 124081, 1, 0, ms, 1141666
damage, 3, 56, Zen Sphere, 124098, 2, 1459, 0, 1141666
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1141840
cast, 3, 56, Tiger Palm, 100787, , , , 1141840
damage, 3, 56, Tiger Palm, 100787, 1, 6570, 0, 1141841
damage, 3, 56, Zen Sphere, 124098, 1, 219, ms, 1142000
removedebuff, 57, 3, Body Slam, 156892, , , , 1142000
damage, 3, 56, Tiger Palm, 100787, 1, 1971, ms, 1142175
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1142307
cast, 3, 56, Melee, 1, , , , 1142407
damage, 3, 56, Melee, 1, 1, 6214, 0, 1142407
heal, 3, 3, Leech, 143924, 1, 0, , 1142505
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1142616
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1142646
cast, 3, 56, Blackout Kick, 100784, , , , 1142854
damage, 3, 56, Blackout Kick, 100784, 1, 11942, 0, 1142864
damage, 3, 56, Blackout Kick, 100784, 1, 3582, ms, 1143173
applydebuff, 57, 3, Shattered Vertebrae, 157139, , , , 1143306
applydebuff, 57, 3, Aftershock, 157853, , , , 1143332
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1143340
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1143466
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1143698
damage, 3, 56, Zen Sphere, 124098, 1, 729, 0, 1143698
heal, 3, 3, Leech, 143924, 1, 0, , 1143703
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1143820
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1143823
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1143853
cast, 3, 56, Tiger Palm, 100787, , , , 1143854
damage, 3, 56, Tiger Palm, 100787, 1, 6874, 0, 1143855
cast, 3, 56, Melee, 1, , , , 1143882
damage, 3, 56, Melee, 1, 2, 12110, 0, 1143882
damage, 3, 56, Melee, 1, 1, 1830, ms, 1143882
applybuff, 3, 3, Elusive Brew, 128939, , , , 1143883
applybuffstack, 3, 3, Elusive Brew, 128939, , 2, , 1143886
applybuffstack, 3, 3, Elusive Brew, 128939, , 3, , 1143886
cast, 3, , Gift of the Ox, 124506, , , , 1143887
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1144675
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1144864
energize, 3, 3, Keg Smash, 127796, , 2, , 1144864
cast, 3, , Keg Smash, 121253, , , , 1144867
heal, 3, 3, Leech, 143924, 1, 0, , 1144935
removebuff, 3, 3, Tiger Strikes, 120273, , , , 1144955
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1144986
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1145016
damage, 3, 56, Keg Smash, 121253, 5, 30013, 12863, 1145106
applydebuff, 3, 3, Light Stagger, 124275, , , , 1145345
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 10902, , 1145348
absorbed, 11, 3, Illuminated Healing, 86273, , 2417, , 1145348
absorbed, 3, 3, Guard, 115295, , 6561, , 1145348
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1145348
damage, 57, 3, Aftershock, 157853, 3, 0, 19880, 1145350
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1145376
removebuff, 11, 3, Eternal Flame, 156322, , , , 1145376
cast, 3, 56, Melee, 1, , , , 1145378
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1145378
damage, 3, 56, Melee, 1, 2, 12080, 0, 1145380
applybuffstack, 3, 3, Elusive Brew, 128939, , 4, , 1145402
applybuffstack, 3, 3, Elusive Brew, 128939, , 5, , 1145403
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1145690
heal, 3, 3, Zen Sphere, 124081, 1, 0, ms, 1145690
damage, 3, 56, Zen Sphere, 124098, 1, 729, 0, 1145691
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1145827
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1145960
cast, 3, 56, Tiger Palm, 100787, , , , 1145961
damage, 3, 56, Tiger Palm, 100787, 2, 13434, 0, 1145961
heal, 3, 3, Leech, 143924, 1, 0, , 1146146
cast, 56, 3, Melee, 1, , , , 1146296
damage, 56, 3, Melee, 1, 8, 0, 0, 1146296
absorbed, 11, 3, Illuminated Healing, 86273, , 95, , 1146358
absorbed, 3, 3, Guard, 115295, , 995, , 1146358
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1146358
damage, 3, 3, Stagger, 124255, 3, 0, 1090, 1146360
cast, 3, 56, Melee, 1, , , , 1146567
damage, 3, 56, Melee, 1, 1, 6053, 0, 1146567
damage, 3, 56, Melee, 1, 1, 1825, ms, 1146567
cast, 3, , Gift of the Ox, 124503, , , , 1146586
cast, 3, 56, Blackout Kick, 100784, , , , 1146888
damage, 3, 56, Blackout Kick, 100784, 1, 11644, 0, 1146889
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1147026
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 10902, , 1147327
absorbed, 3, 3, Guard, 115295, , 6452, , 1147327
removebuff, 3, 3, Guard, 115295, , , , 1147327
damage, 57, 3, Aftershock, 157853, 1, 2526, 17354, 1147329
removedebuff, 57, 3, Aftershock, 157853, , , , 1147329
heal, 3, 3, Gift of the Ox, 178173, 1, 2526, , 1147331
cast, 3, , Gift of the Ox, 178173, , , , 1147331
damage, 3, 3, Stagger, 124255, 1, 2071, 0, 1147332
heal, 3, 3, Leech, 143924, 1, 335, , 1147342
heal, 3, 3, Zen Sphere, 124081, 1, 1678, , 1147683
damage, 3, 56, Zen Sphere, 124098, 2, 1459, 0, 1147683
cast, 56, 3, Melee, 1, , , , 1147775
damage, 56, 3, Melee, 1, 7, 0, 0, 1147775
removebuff, 3, 3, Archmage's Incandescence, 177161, , , , 1147961
cast, 3, 56, Melee, 1, , , , 1148082
damage, 3, 56, Melee, 1, 1, 5952, 0, 1148082
damage, 3, 56, Melee, 1, 2, 3561, ms, 1148082
damage, 3, 56, Melee, 1, 1, 1742, ms, 1148082
cast, 3, , Gift of the Ox, 124506, , , , 1148100
cast, 3, , Gift of the Ox, 124503, , , , 1148100
heal, 11, 3, Beacon of Light, 53652, 1, 58, , 1148215
damage, 3, 3, Stagger, 124255, 1, 2071, 0, 1148332
heal, 3, 3, Leech, 143924, 1, 559, , 1148584
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1148628
cast, 3, 56, Tiger Palm, 100787, , , , 1148628
damage, 3, 56, Tiger Palm, 100787, 1, 6429, 0, 1148630
heal, 1, 3, Healing Rain, 73921, 1, 1512, , 1149211
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149274
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149274
cast, 56, 3, Melee, 1, , , , 1149274
damage, 56, 3, Melee, 1, 7, 0, 0, 1149274
damage, 3, 3, Stagger, 124255, 1, 2072, 0, 1149338
cast, 3, 56, Melee, 1, , , , 1149591
damage, 3, 56, Melee, 1, 4, 4019, 1723, 1149591
heal, 11, 3, Holy Radiance, 82327, 1, 2072, , 1149630
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1149630
cast, 3, 56, Tiger Palm, 100787, , , , 1149631
damage, 3, 56, Tiger Palm, 100787, 1, 6381, 0, 1149649
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1149649
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149668
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149670
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149670
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149670
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149670
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149671
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1149671
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1149672
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1149672
heal, 3, 3, Leech, 143924, 1, 0, , 1149782
absorbed, 11, 3, Illuminated Healing, 86273, , 2071, , 1150315
damage, 3, 3, Stagger, 124255, 3, 0, 2071, 1150315
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1150315
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1150378
energize, 3, 3, Jab, 108557, , 1, , 1150636
cast, 3, 56, Jab, 108557, , , , 1150638
damage, 3, 56, Jab, 108557, 2, 4801, 0, 1150639
cast, 56, 3, Melee, 1, , , , 1150793
damage, 56, 3, Melee, 1, 7, 0, 0, 1150793
heal, 3, 3, Leech, 143924, 1, 0, , 1151084
cast, 3, 56, Melee, 1, , , , 1151087
damage, 3, 56, Melee, 1, 1, 5669, 0, 1151088
removedebuff, 57, 3, Shattered Vertebrae, 157139, , , , 1151306
absorbed, 11, 3, Illuminated Healing, 86273, , 538, , 1151338
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1151338
damage, 3, 3, Stagger, 124255, 1, 1534, 538, 1151341
heal, 11, 3, Beacon of Light, 53652, 1, 1534, , 1151418
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1151564
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1151664
damage, 3, 56, Zen Sphere, 124098, 2, 1352, 0, 1151695
cast, 3, 14, Zen Sphere, 124081, , , , 1151887
applybuff, 3, 14, Zen Sphere, 124081, , , , 1151888
damage, 3, 56, Zen Sphere, 124098, 1, 202, ms, 1152017
cast, 3, , Gift of the Ox, 178173, , , , 1152018
heal, 3, 3, Leech, 143924, 1, 0, , 1152217
cast, 56, 3, Melee, 1, , , , 1152275
damage, 56, 3, Melee, 1, 7, 0, 0, 1152275
damage, 3, 3, Stagger, 124255, 1, 2071, 0, 1152356
removebuff, 3, 3, Elusive Brew, 115308, , , , 1152440
heal, 11, 3, Beacon of Light, 53652, 1, 977, , 1152504
cast, 3, 56, Melee, 1, , , , 1152537
damage, 3, 56, Melee, 1, 1, 5970, 0, 1152538
heal, 11, 3, Daybreak, 121129, 1, 1094, , 1152734
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1152737
heal, 11, 3, Daybreak, 121129, 1, 0, , 1152737
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1152737
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1152768
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1152770
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1152771
energize, 3, 3, Keg Smash, 127796, , 2, , 1152931
cast, 3, , Keg Smash, 121253, , , , 1152933
removebuff, 52, 3, Time Warp, 80353, , , , 1153080
damage, 3, 56, Keg Smash, 121253, 1, 20529, 0, 1153141
absorbed, 11, 3, Illuminated Healing, 86273, , 2071, , 1153324
damage, 3, 3, Stagger, 124255, 3, 0, 2071, 1153324
heal, 3, 3, Leech, 143924, 1, 0, , 1153480
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1153567
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1153747
damage, 3, 56, Zen Sphere, 124098, 2, 1351, 0, 1153747
cast, 56, 3, Melee, 1, , , , 1153793
damage, 56, 3, Melee, 1, 7, 0, 0, 1153793
applybuff, 3, 3, Power Strikes, 129914, , , , 1153882
heal, 3, 14, Zen Sphere, 124081, 2, 0, , 1153886
cast, 3, 56, Blackout Kick, 100784, , , , 1153888
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1153889
damage, 3, 56, Blackout Kick, 100784, 1, 11368, 0, 1153889
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1154041
cast, 3, 56, Melee, 1, , , , 1154305
damage, 3, 56, Melee, 1, 1, 5910, 0, 1154305
absorbed, 11, 3, Illuminated Healing, 86273, , 1524, , 1154343
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1154343
damage, 3, 3, Stagger, 124255, 1, 548, 1524, 1154345
heal, 12, 3, Atonement, 81751, 1, 161, , 1154452
heal, 3, 3, Leech, 143924, 1, 387, , 1154718
heal, 12, 3, Atonement, 81751, 1, 0, , 1154718
cast, 11, 3, Eternal Flame, 114163, , , , 1154777
applybuff, 11, 3, Eternal Flame, 156322, , , , 1154777
heal, 11, 3, Eternal Flame, 114163, 2, 0, , 1154779
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1154813
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1154885
cast, 3, 56, Tiger Palm, 100787, , , , 1154887
damage, 3, 56, Tiger Palm, 100787, 1, 6433, 0, 1154887
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1154958
cast, 3, , Gift of the Ox, 178173, , , , 1154993
cast, 3, , Gift of the Ox, 178173, , , , 1154994
cast, 56, 3, Melee, 1, , , , 1155317
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 62883, , 1155318
absorbed, 11, 3, Illuminated Healing, 86273, , 23902, , 1155318
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1155318
damage, 56, 3, Melee, 1, 1, 27875, 86785, 1155321
damage, 3, 3, Stagger, 124255, 1, 6703, 0, 1155355
cast, 11, 3, Holy Light, 82326, , , , 1155614
heal, 11, 3, Holy Light, 82326, 1, 34578, , 1155614
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1155643
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1155713
heal, 3, 3, Zen Sphere: Detonate, 124101, 1, 0, , 1155715
removebuff, 3, 3, Zen Sphere, 124081, , , , 1155716
damage, 3, 56, Zen Sphere, 124098, 2, 1351, 0, 1155718
damage, 3, 56, Zen Sphere: Detonate, 125033, 1, 8891, 0, 1155718
heal, 3, 14, Zen Sphere: Detonate, 124101, 2, 0, , 1155718
heal, 3, 7, Zen Sphere: Detonate, 124101, 2, 0, , 1155718
heal, 3, 18, Zen Sphere: Detonate, 124101, 2, 0, , 1155718
heal, 3, 2, Zen Sphere: Detonate, 124101, 1, 0, , 1155718
heal, 3, 16, Zen Sphere: Detonate, 124101, 2, 0, , 1155718
heal, 3, 52, Zen Sphere: Detonate, 124101, 1, 0, , 1155718
heal, 3, 3, Leech, 143924, 1, 0, , 1155907
heal, 3, 14, Zen Sphere, 124081, 1, 0, , 1155907
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1155907
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1155926
cast, 3, 56, Tiger Palm, 100787, , , , 1155927
damage, 3, 56, Tiger Palm, 100787, 4, 4340, 1860, 1155963
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1156209
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1156211
absorbed, 11, 3, Illuminated Healing, 86273, , 6703, , 1156350
damage, 3, 3, Stagger, 124255, 3, 0, 6703, 1156350
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1156421
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1156421
heal, 12, 3, Cascade, 121148, 1, 0, , 1156738
heal, 3, 3, Leech, 143924, 1, 0, , 1157118
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1157259
absorbed, 11, 3, Illuminated Healing, 86273, , 5068, , 1157334
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1157334
damage, 3, 3, Stagger, 124255, 1, 1635, 5068, 1157336
heal, 11, 3, Eternal Flame, 156322, 1, 1635, , 1157613
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1157613
cast, 3, 56, Melee, 1, , , , 1157615
damage, 3, 56, Melee, 1, 1, 5920, 0, 1157615
damage, 3, 56, Melee, 1, 1, 1785, ms, 1157615
damage, 3, 56, Melee, 1, 2, 3561, ms, 1157616
cast, 1, 3, Riptide, 61295, , , , 1157640
cast, 3, , Gift of the Ox, 124506, , , , 1157640
cast, 3, , Gift of the Ox, 124503, , , , 1157640
heal, 1, 3, Chain Heal, 1064, 1, 0, , 1157641
heal, 1, 3, Riptide, 61295, 2, 0, , 1157641
applybuff, 1, 3, Riptide, 61295, , , , 1157641
cast, 11, 3, Holy Light, 82326, , , , 1157686
heal, 11, 3, Holy Light, 82326, 2, 0, , 1157686
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1157724
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1157787
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1157787
cast, 56, 3, Melee, 1, , , , 1157819
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 77841, , 1157819
absorbed, 11, 3, Illuminated Healing, 86273, , 23088, , 1157819
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1157819
damage, 56, 3, Melee, 1, 1, 41004, 100929, 1157821
heal, 12, 3, Atonement, 81751, 1, 146, , 1157851
heal, 3, 14, Zen Sphere, 124081, 1, 0, , 1157885
damage, 3, 56, Zen Sphere, 124098, 2, 1352, 0, 1157885
heal, 3, 3, Gift of the Ox, 124507, 1, 20021, , 1158208
heal, 3, 3, Gift of the Ox, 124507, 1, 6006, ms, 1158208
heal, 3, 3, Leech, 143924, 1, 674, , 1158339
removedebuff, 3, 3, Light Stagger, 124275, , , , 1158340
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1158342
damage, 3, 3, Stagger, 124255, 1, 12476, 0, 1158344
heal, 12, 3, Atonement, 81751, 1, 6080, , 1158682
heal, 12, 3, Atonement, 94472, 2, 146, , 1158736
applybuff, 12, 3, Divine Aegis, 47753, , , , 1158793
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1158795
cast, 3, 56, Tiger Palm, 100787, , , , 1158795
damage, 3, 56, Tiger Palm, 100787, 1, 6242, 0, 1158796
heal, 1, 3, Healing Stream Totem, 52042, 1, 7830, , 1158912
heal, 11, 3, Eternal Flame, 156322, 1, 1954, , 1158983
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1158985
heal, 11, 3, Beacon of Light, 53652, 1, 978, , 1159200
cast, 56, 3, Melee, 1, , , , 1159317
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 78866, , 1159317
absorbed, 12, 3, Divine Aegis, 47753, , 210, , 1159317
absorbed, 11, 3, Illuminated Healing, 86273, , 453, , 1159317
removebuff, 12, 3, Divine Aegis, 47753, , , , 1159318
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1159318
damage, 56, 3, Melee, 1, 1, 64273, 79529, 1159320
damage, 3, 3, Stagger, 124255, 1, 19115, 0, 1159396
heal, 12, 3, Atonement, 81751, 1, 103, , 1159396
cast, 11, 3, Holy Light, 82326, , , , 1159488
heal, 11, 3, Holy Light, 82326, 2, 92930, , 1159489
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1159554
heal, 3, 3, Leech, 143924, 1, 0, , 1159567
cast, 3, 56, Melee, 1, , , , 1159567
damage, 3, 56, Melee, 1, 1, 5878, 0, 1159567
cast, 11, 3, Holy Shock, 20473, , , , 1159705
heal, 11, 3, Holy Shock, 25914, 2, 0, , 1159705
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1159707
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1159852
cast, 3, , Purifying Brew, 119582, , , , 1159856
heal, 3, 14, Zen Sphere, 124081, 1, 0, , 1159887
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1159887
heal, 1, 3, Riptide, 61295, 2, 0, , 1160085
heal, 1, 3, Riptide, 61295, 1, 0, ms, 1160085
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1160384
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1160416
heal, 1, 3, Healing Stream Totem, 52042, 1, 0, , 1160541
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1160594
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1160714
cast, 3, 56, Tiger Palm, 100787, , , , 1160714
damage, 3, 56, Tiger Palm, 100787, 1, 6451, 0, 1160715
heal, 3, 3, Leech, 143924, 1, 0, , 1160821
cast, 56, 3, Melee, 1, , , , 1160844
applydebuff, 3, 3, Light Stagger, 124275, , , , 1160845
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 71732, , 1160847
absorbed, 11, 3, Illuminated Healing, 86273, , 34191, , 1160847
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1160848
damage, 56, 3, Melee, 1, 1, 24871, 105923, 1160850
cast, 11, 3, Holy Light, 82326, , , , 1161394
heal, 11, 3, Holy Light, 82326, 1, 24871, , 1161395
heal, 11, 3, Holy Light, 82326, 1, 0, ms, 1161396
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1161426
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1161428
cast, 3, 56, Melee, 1, , , , 1161493
damage, 3, 56, Melee, 1, 1, 5754, 0, 1161493
energize, 3, 3, Keg Smash, 127796, , 2, , 1161726
cast, 3, , Keg Smash, 121253, , , , 1161729
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1161781
heal, 11, 3, Eternal Flame, 156322, 2, 0, ms, 1161781
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1161799
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1161799
absorbed, 11, 3, Illuminated Healing, 86273, , 7174, , 1161855
damage, 3, 3, Stagger, 124255, 3, 0, 7174, 1161855
heal, 3, 14, Zen Sphere, 124081, 1, 0, , 1161920
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1161920
heal, 3, 3, Leech, 143924, 1, 0, , 1161989
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1161990
damage, 3, 56, Keg Smash, 121253, 1, 20756, 0, 1162048
damage, 3, 56, Keg Smash, 121253, 1, 6227, ms, 1162374
heal, 1, 3, Riptide, 61295, 1, 0, , 1162539
heal, 1, 3, Riptide, 61295, 1, 0, ms, 1162539
applydebuff, 57, 3, Body Slam, 156892, , , , 1162562
cast, 3, , Gift of the Ox, 178173, , , , 1162564
cast, 1, 3, Riptide, 61295, , , , 1162809
heal, 1, 3, Riptide, 61295, 1, 0, , 1162809
refreshbuff, 1, 3, Riptide, 61295, , , , 1162810
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1162825
absorbed, 11, 3, Illuminated Healing, 86273, , 7173, , 1162853
damage, 3, 3, Stagger, 124255, 3, 0, 7173, 1162853
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1163176
heal, 3, 3, Leech, 143924, 1, 0, , 1163217
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1163217
cast, 3, , Roll, 109132, , , , 1163258
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 23495, , 1163716
absorbed, 11, 3, Illuminated Healing, 86273, , 1544, , 1163716
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1163716
damage, 56, 3, Skullcracker, 153470, 1, 17802, 25039, 1163717
damage, 3, 3, Stagger, 124255, 1, 8088, 0, 1163858
heal, 3, 14, Zen Sphere, 124081, 1, 0, , 1163893
heal, 3, 14, Zen Sphere, 124081, 1, 0, ms, 1163893
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1163894
heal, 3, 3, Gift of the Ox, 124507, 1, 16451, , 1163927
heal, 3, 3, Gift of the Ox, 124507, 1, 9439, , 1163928
heal, 3, 3, Leech, 143924, 1, 0, , 1164403
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1164569
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1164570
cast, 11, 3, Holy Light, 82326, , , , 1164818
heal, 1, 3, Riptide, 61295, 1, 0, , 1164818
heal, 11, 3, Holy Light, 82326, 1, 0, , 1164823
absorbed, 11, 3, Illuminated Healing, 86273, , 453, , 1164837
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1164837
damage, 3, 3, Stagger, 124255, 1, 7635, 453, 1164839
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1164839
heal, 1, 3, Healing Stream Totem, 52042, 1, 7635, , 1165175
heal, 1, 3, Healing Stream Totem, 52042, 1, 0, ms, 1165175
heal, 3, 3, Gift of the Ox, 178173, 2, 0, , 1165532
cast, 3, , Gift of the Ox, 178173, , , , 1165532
heal, 3, 3, Leech, 143924, 1, 0, , 1165644
cast, 1, 3, Healing Wave, 77472, , , , 1165741
heal, 1, 3, Healing Wave, 77472, 1, 0, , 1165741
heal, 1, 3, Healing Wave, 77472, 1, 0, ms, 1165741
absorbed, 11, 3, Illuminated Healing, 86273, , 8088, , 1165830
damage, 3, 3, Stagger, 124255, 3, 0, 8088, 1165830
heal, 3, 14, Zen Sphere, 124081, 2, 0, , 1165895
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1165960
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1165994
cast, 1, 3, Riptide, 61295, , , , 1166120
heal, 1, 3, Riptide, 61295, 1, 0, , 1166124
refreshbuff, 1, 3, Riptide, 61295, , , , 1166124
cast, 3, 56, Blackout Kick, 100784, , , , 1166403
damage, 3, 56, Blackout Kick, 100784, 1, 11057, 0, 1166406
cast, 3, 56, Melee, 1, , , , 1166434
damage, 3, 56, Melee, 1, 1, 5880, 0, 1166435
cast, 56, 3, Melee, 1, , , , 1166494
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 85125, , 1166494
absorbed, 11, 3, Illuminated Healing, 86273, , 4135, , 1166494
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1166494
damage, 56, 3, Melee, 1, 1, 65954, 89260, 1166496
removedebuff, 57, 3, Body Slam, 156892, , , , 1166555
heal, 1, 3, Healing Stream Totem, 52042, 1, 8506, , 1166645
heal, 3, 3, Leech, 143924, 1, 313, , 1166842
removedebuff, 3, 3, Light Stagger, 124275, , , , 1166860
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1166862
damage, 3, 3, Stagger, 124255, 1, 14174, 0, 1166864
cast, 3, , Gift of the Ox, 178173, , , , 1167009
heal, 1, 3, Riptide, 61295, 1, 2994, , 1167107
heal, 1, 3, Riptide, 61295, 2, 1790, ms, 1167107
heal, 11, 3, Eternal Flame, 156322, 1, 1954, , 1167368
applybuff, 3, 3, Zen Sphere, 124081, , , , 1167398
cast, 3, 3, Zen Sphere, 124081, , , , 1167400
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1167401
absorbed, 11, 3, Illuminated Healing, 86273, , 453, , 1167841
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1167841
damage, 3, 3, Stagger, 124255, 1, 13721, 453, 1167843
heal, 3, 14, Zen Sphere, 124081, 2, 0, , 1167900
removebuff, 3, 14, Zen Sphere, 124081, , , , 1167901
heal, 3, 16, Zen Sphere: Detonate, 124101, 1, 0, , 1167903
heal, 3, 16, Zen Sphere: Detonate, 124101, 1, 0, ms, 1167903
heal, 3, 16, Zen Sphere: Detonate, 124101, 1, 0, ms, 1167903
heal, 3, 14, Zen Sphere: Detonate, 124101, 1, 0, , 1167903
heal, 3, 18, Zen Sphere: Detonate, 124101, 1, 0, , 1167903
heal, 3, 5, Zen Sphere: Detonate, 124101, 1, 0, , 1167903
heal, 3, 11, Zen Sphere: Detonate, 124101, 2, 0, , 1167903
cast, 56, 3, Melee, 1, , , , 1167987
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 70939, , 1167990
damage, 56, 3, Melee, 1, 1, 58410, 70939, 1167992
heal, 3, 3, Leech, 143924, 1, 1046, , 1168053
applydebuff, 57, 3, Shattered Vertebrae, 157139, , , , 1168053
